etype,issuenote
1,More than 7000 protesters take to the streets to condemn Israel.
1,"20,000 people march to condemn Israel in response to the Israeli occupation of Ramallah in the West Bank."
1,1.5 million people demonstrate against the United States and Israel in response to Israel's occupation of Ramallah in the West Bank.
3,Student loyal to opposition parties stage a violent protest for student union elections.  They assault and hold hostage several lecturers and students.  They battle with riot police.
1,"An NGO organizes a march of hundreds of children, calling on the government and the rebels to end the civil war."
1,"71 imprisoned Islamists stage a hunger strike against their detainment.  They are eventually released on the 17th, although Hassan al-Turabi, an opposition leader, remains on strike until the 25th when he is hospitalized."
1,32 jailed Sudanese Islamists stage a hunger strike against their detention without trail or charge.
1,"Tens of thousands of Sudanese march against foreign intervention in the Darfur crisis.  They denounce a plan by the African Union to deploy peacekeepers, as well as the US."
7,Government security forces enter a refugee camp and force the refugees to move to another camp.  Government forces use tear gas.
1,Thousands of Muslims gather outside the American embassy to protest alleged desecrations of the Koran at Guantanamo Bay.
1,"41 detainees from the Popular Congress, including Hassan al-Turabi, and from Darfur stage a hunger strike against their detention."
1,Tens of thousands protest against plans by the AU and the UN to deploy peacekeepers into Darfur.
1,Up to 5000 demonstrators protest against UN and US plans to deploy peacekeepers in Darfur.
1,Several thousand protesters demonstrate against sugar and fuel price hikes.
1,About 6000 people march to protest against Pope Benedict XVI over comments he made about Islam.  Protest appears organized by youth organizations.
7,"A former rebel and five police officers die in a shootout in Khartoum.  The government describes the incident as isolated, but a southern official said it was a foiled assassination attempt."
7,Police pursue a man who attacked someone with a knife into an Anglican mass.  The police use tear gas and batons on the Anglicans as they try to flee the church.
1,"A protest organized against the execution of Saddam Hussein.  The government represses with tear gas, batons, and whips."
3,"Clashes between rival student groups at Al-Nilayn University sets off over a week of further clashes.  One group supports the ruling National Congress Party, the other supports the SPLM of the south."
1,Several hundred protest outside the US embassy against the imposition of new sanctions over the war in Darfur.
1,Several thousand students demonstrate against the Israeli blockade of the Gaza Strip.
1,Tens of thousands of people protest against Danish cartoons satirizing the Prophet Muhammad.
1,Thousands of people demonstrate at a government organized 'victory' rally to denounce Darfur rebels who staged a daring attack on the capital.  They condemn the rebels as agents of Israel.
1,"The ICC indicts president Omar el-Bashir on war crimes charges.  A couple hundred Bashir supporters rally outside his palace.  Later in the day, a hundred or so lawyers protest outside the French embassy."
1,1500 students and Arab tribesmen protest to show support for president Omar el-Bashir and to condemn an indictment against him from the International Criminal Court.
1,1500 students and Arab tribesmen protest to show support for president Omar el-Bashir and to condemn an indictment against him from the International Criminal Court.
1,Thousands of people organized by the government protest against an ICC indictment and rally to support the president.
1,Thousands of people organized by the government protest against an ICC indictment and rally to support the president.
1,Thousands of people organized by the government protest against an ICC indictment and rally to support the president.
1,"The SPLA organizes a protest against the the president, calling on him to amend laws to ensure free elections.  The police use tear gas and batons to break up the demonstration, triggering riots elsewhere."
1,"The SPLA organizes a protest against the the president, calling on him to amend laws to ensure free elections.  The police use tear gas and batons to break up the demonstration, triggering riots elsewhere."
1,"The SPLA organizes a protest against the the president, calling on him to amend laws to ensure free elections.  The police use tear gas and batons to break up the demonstration, triggering riots elsewhere."
1,SPLA/Ummah/opposition organized protest to demand the president and the ruling party amend laws to ensure free and fair elections in April 2010.  Police respond with tear gas and arrests.
1,"Demonstrators seek to hold a political rally, but they are blocked by police, who beat them with batons and arrest them."
7,A pro-government militia attacks a village in order to forestall upcoming state elections.
1,"An Islamic party marches to show support for the north's decision to send troops into Abyei and Kordofan.  The police break up the demonstration, even though it had the proper permits and was pro-government."
7,"During Independence Day celebration, police fired tear gas, causing stampede which killed 3. Unclear why tear gas was used."
1,Newspaper cancelled next day's publication to protest seizure by state security agents of an earlier edition.
7,Military conducted bombing campaign to shut down route into South Sudan for refugees fleeing violence.
7,"Police raided university dormitories, beat and arrested students in attempt to forcibly evict those who remained in dorms after earlier demonstrations shut down university."
1,Staff of Communist Party newspaper held sit-in to protest against security agents repeatedly blocking the circulation of their publication.
1,Journalists and activists demonstrated to protest government shutdown of Al-Tayar for over a month.
1,Demonstrations occurred outside U.S. Embassy by citizens upset over American-made film mocking Islam.
3,"Follwing call by prominent sheik, demonstrators stormed German Embassy and set a car and part of embassy on fire before demonstrating at UK Embassy while others left for US Embassy. Police fired tear gas."
7,"Hundosa, who has written reports critical of regime, was abducted by intelligence officers, was tortured and had her head shaved."
1,"Students Association held news conference regarding killing of student demonstrators, then attempted to conduct a march. Police made arrests."
7,Government forces retake rebel held town
7,Police attack a peaceful funeral ceremony
7,Airstrike by army
7,Government warplanes attack a rebel town.
7,Government warplanes bomb rebel locations.
1,Journalists and activists protest the detention of Al-Jazeera TV journalists.
7,"Rapid Support Forces loot and burn villages, displacing 40,000 civilians."
1,Fundamentalists call for jihad during a protest against France.
1,Islamist protesters burn the French flag.
1,Opposition parties protest for freedom and justice
7,Pro-government militias stage counterinsurgency operations against rebels.
7,Government planes drop 11 bombs on a hospital
7,"Government warplanes bomb an agricultural area, disrupting planting."
7,Government troops seize a strategic area from rebels.
7,"Government troops battle with militia, trying to flush them out of the city."
7,Governments seize control over a military base held by rebels who counterattack a few days later.
7,"The air force bombs a village, including a clearly-marked hospital."
3,"A mentally-ill man kills two soldiers while trying to enter the presidential palace, he is killed."
7,"Military and police broke up peace meeting between UN and local officials over cattle raid massacre, started firing indiscriminately. 1 UN staffer wounded."
7,"During disarmament campaign among feduing Murle and Lou Nuer ethnic groups, military raped, tortured, and killed members of Murle tribe."
7,"Teenage boy was shot and killed while fishing, community leader linked death to disarmament campaign."
7,"During disarmament campaign, military has killed, raped, abducted, and tortured civilians."
7,"Soldiers rounded up civilians and opened fire on the group, killing 13 in area where recent clashes occurred between rebels and military."
7,"SPLA forces shot down UN helicopter on reconaissance mission, all 4 Russian crew members on board killed."
7,SPLA targeted civilians in an effort to stamp out Yau Yau's rebellion
7,Murle and SPLA clash
7,SPLA retook a town captured by Murle Rebels
7,SPLA battled Nuer ethnic group as they attempt to retake Bor
7,Government forces clash with rebels as they advance on the two state capitals; government recaptures Bentiu. The town is looted and petroleum refineries destroyed.
7,Government forces clash with rebels as they advance on the two state capitals; government recaptures Bentiu. The town is looted and petroleum refineries destroyed.
7,Government forces retake the hometown of rebel leader Machar; killing many civilians in the process.
7,Soldiers take six 20-year old women from a church who cannot be found later; their motive is unexplained.
7,Egyptian security forces arrest 180 Muslim fundamentalists in raids across the country as part of a campaign targeting opponents of the upcoming Madrid peace conference.
1,"About 700 worshippers aligned with al-Gama'a al-Islamiyya took to the streets after Friday prayers in protest of the Madrid peace talks.  Also, government engaged in mass arrests of Muslim fundamentalists."
7,Police arrest hundreds of Muslim fundamentalists in crackdown in Assiut province in response to recent sectarian violence in that area; three fundamentalists killed.
7,Police detain over 200 Muslim extremists (all allegedly members of al-Gama'a al-Islamiyya) after learning they were plotting to seize police stations and banks in Assiut (and in response to recent violence in that area).
7,Egyptian authorities arrest around 800 Muslim fundamentalists in a nationwide crackdown in response to recent violence against tourists.
1,Thousands of members of the Muslim Brotherhood and other non-violent Muslim fundamentalist organizations protest human rights violations in Bosnia.
1,Students and citizens hold numerous demonstrations throughout Cairo in protest of the Hebron massacre and the Egyptian government's unsatisfactory response.
1,"Members of the Islamic-oriented opposition Hizb al-Amal (The Labor Party) take to the streets to demand the release of their jailed leader, Adel Hussein (whom they believe was unlawfully detained); police respond by arresting 15 demonstrators."
1,Members of 21 professional unions stand silently in front of parliament to protest a bill that would give the Egyptian government a bigger hand in union politics; several days later.  They later strike.
1,"Nine members of the Muslim Brotherhood defy a ban on praying outside of mosques in protest of the government's decision to continue to the ban, which only applies in southern Egypt."
1,"Nine members of the Muslim Brotherhood defy a ban on praying outside of mosques in protest of the government's decision to continue to the ban, which only applies in southern Egypt."
1,"Nine members of the Muslim Brotherhood defy a ban on praying outside of mosques in protest of the government's decision to continue to the ban, which only applies in southern Egypt."
1,"Five-thousand Egyptian citizens engage in an organized rally in the capital in support of Mubarak following his survival of an assassination attempt while in Addis Ababa, Ethiopia."
7,"Egyptian security agents attack three Sudanese diplomats with sticks, iron bars, and knives, in three separate, almost simultaneous attacks; one diplomat seriously wounded, all three hospitalized."
7,"Editor-in-chief of the liberal opposition newspaper al-Wafd, who had criticized a new controversial press law and printed an editorial on tyrannical rulers, and his driver assaulted by 10 men after their car is run off of the main thoroughfare"
1,More than 20 supporters of the Muslim Brotherhood attempt to hold a press conference in response to the recent government crackdown against the group; the participants are prevented from holding the conference by police with clubs.
1,"Thousands of students at universities in Cairo, Alexandria, and Zagazig demonstrate in protest of the military court trial of 81 Muslim Brotherhood members."
1,"Thousands of students at universities in Cairo, Alexandria, and Zagazig demonstrate in protest of the military court trial of 81 Muslim Brotherhood members."
1,"Thousands of students at universities in Cairo, Alexandria, and Zagazig demonstrate in protest of the military court trial of 81 Muslim Brotherhood members."
7,"Police break up pre-election rallies held by the Muslim Brotherhood, close their headquarters,  and detain at least 600 MB members and supporters in numerous provinces nationwide and in several Cairo neighborhoods."
7,Police arrest 11 leaders of the opposition Wasat party.
1,About 300 Egyptian lawyers and journalists set fire to an Israeli flag in front of their trade union's headquarters and shout slogans against visiting Israeli Prime Minister Benjamin Netanyahu.
1,"Three thousand Egyptian Muslims demonstrate at al-Azhar mosque after Friday prayers in protest against Clinton's Iraq policy; days later, over 100 Egyptians, most Muslims, protest outside the U.S. Embassy in Cairo."
1,"Six thousand lawyers protest in the street outside their syndicate after anti-riot police, some armed with batons and rifles, prevented the lawyers from entering at the behest of the government."
1,The wives of three Islamist journalists jailed for libeling a government minister they said had collaborated with Israel began a sit-in in front of the attorney general's office.  They were joined by several Labor Party leaders.
1,Thousands of political activists gathered for two separate meetings in different locations in Cairo to support two rival chairmen involved in a power struggle for leadership of Hizb al-Amal (The Labor Party).
1,"Around 30 journalists, members of Egypt's Press Syndicate, begin a sit-in to protest the government's suspension of the opposition newspaper Al Shaab."
7,"At least 20 journalists covering Egypt's parliamentary elections for both foreign and local media reported being attacked by policemen and plainclothes security men, as well as by some civilians, over the course of four-week election period."
1,"Nearly 2,000 Egyptians gather on a square chanting anti-Israeli slogans while calling for jihad (holy war) against the Jewish state, in reaction to the killing two days prior of eight Palestinians in an Israeli attack."
1,"Some 50,000 mourners of Mustafa Mashhir, head of the Muslim Brotherhood who died at the age of 83 following a stroke, march quietly from a Cairo mosque to the cemetery where Mashhur was laid to rest in a massive show of solidarity with the MB."
1,"Hundreds of thousands of citizens hold massive demonstrations across the country in protest against the start of the U.S.-led war in Iraq.  In the last weeks, protests begin to turn violent."
1,"Dozens of members of the leftist Tagammu opposition party rally outside the Egyptian parliament to protest the rising cost of living in Egypt, which they blame on government economic policies."
1,"Nearly 100 members of Egypt's main opposition parties gather in the capital's to petition the president for constitutional reforms, economic reforms, and an end to restrictions on political parties and on press freedoms."
1,"American University in Cairo (AUC) students and faculty, including the president of the university, hold a rally to demand that Israel free AUC student Qassam Barghuti, son of arrested West Bank Fatah leader Marwan Barghuti."
1,Several hundred people gather in Cairo's central Tahrir square to mark the one-year anniversary of the U.S.-led invasion of Iraq and to denounce the U.S. occupation of Iraq.
1,"Hundreds of students at Alexandria University and about 500 men at Al-Azhar mosque in Cairo protest U.S.-led sieges on Iraqi cities such as those in Fallujah and Najaf, express their solidarity with the rebel groups fighting U.S. forces in Iraq"
1,"Hundreds of students at Alexandria University and about 500 men at Al-Azhar mosque in Cairo protest U.S.-led sieges on Iraqi cities such as those in Fallujah and Najaf, express their solidarity with the rebel groups fighting U.S. forces in Iraq"
1,"In a small demonstration organized by several opposition parties, protesters gathered in front of the Arab League's Cairo headquarters as a summit of the Arab League was opening in Tunisia."
1,"Tarek al-Zomor, an Egyptian Islamist imprisoned for his involvement in the assassination of former president Sadat stages, a hunger strike over his conditions."
1,Around 100 demonstrators protest outside Egypt's supreme court in Cairo to urge authorities to halt the use of torture across the country.  The event was organized by several human rights groups and opposition parties.
1,"About 300 people, including some Islamic and Christian leaders, stage a march to condemn the recent bombings in Taba.  The demonstration was organized by a Cairo-based Muslim youth organization."
7,The editor of the Nasserist Al-Arabi newspaper claims to have been assaulted and briefly abducted by plainclothes government thugs who allegedly threatened to kill him if he continued to criticize the government.
7,The editor of the Nasserist Al-Arabi newspaper claims to have been assaulted and briefly abducted by plainclothes government thugs who allegedly threatened to kill him if he continued to criticize the government.
1,Around 300 supporters of the Egyptian Movement for Change protest outside of the Palace of Justice against the likelihood that President Hosni Mubarak would be reelected.
1,"Pope Shenuda III, head of Egypt's Coptic Church, secludes himself inside the Anba Bishoy monastery, a fourth-century desert retreat in the Wadi Natrun depression east of Cairo, to protest the arrest and continued detention of Coptic Christians"
1,"About 500 supporters of The Egyptian Movement for Change, or the Kefaya (Enough) party, gather at the Cairo International Book Fair to protest against the government of Hosni Mubarak and the upcoming Sharm el-Sheikh summit."
1,"Thousands of supporters of detained opposition leader Ayman Nour of the al-Ghad (Tomorrow) party protest in Cairo, calling for his release."
1,Tens of thousands of supporters of The Egyptian Movement for Change organize numerous protests across Egypt for several months calling for democratic reforms and an end to President Hosni Mubarak's reign.
1,"More than 50 journalists protest in front of Cairo's press syndicate, calling for the annulment of a one-year libel sentence against three fellow reporters who wrote stories critical of Egypt's housing minister."
1,Hundreds of students at Minya University take part in an Islamist-led demonstration for the repeal of emergency legislation and the regulations that control student unions.
1,"A group of liberal university professors calling themselves Professors for Change hold two silent demonstrations at Cairo University and Minya University, demanding freedom from government and police interference on university campuses."
1,"A group of liberal university professors calling themselves Professors for Change hold two silent demonstrations at Cairo University and Minya University, demanding freedom from government and police interference on university campuses."
1,"Around 15,000 members and supporters of the Muslim Brotherhood stage an impromptu protest outside the doctor's syndicate in Tanta, calling for comprehensive political reform."
1,Thousands of Muslim Brotherhood supporters gather in Alexandria and later in Cairo to denounce the mass arrests of MB supporters in recent days and to demand the detainees' release.
1,Thousands of Muslim Brotherhood supporters gather in Alexandria and later in Cairo to denounce the mass arrests of MB supporters in recent days and to demand the detainees' release.
1,"Twenty-six lawmakers, including opposition presidential candidate Ayman Nour of the al-Ghad (Tomorrow) party, walk out of a parliamentary session in protest after voting against a controversial constitutional amendment."
1,"About 2,000 Muslim Brotherhood members protest in front of a mosque in the Gharbiya province north of Cairo, calling for reform of Egypt's religious institutions."
1,"More than 100 lawyers stage a demonstration at their syndicate in Cairo, calling for the release of detainees arrested in a massive crackdown against the Muslim Brotherhood."
1,"Some 13,000 Muslims in Alexandria and Cairo stage protests to demand an official apology from the United States for the alleged desecration of the Qur'an by U.S. military prison interrogators in Guantanamo Bay."
1,"Some 13,000 Muslims in Alexandria and Cairo stage protests to demand an official apology from the United States for the alleged desecration of the Qur'an by U.S. military prison interrogators in Guantanamo Bay."
1,Relatives of 37 detainees identified by Human Rights Watch and the Egyptian Organization for Human Rights (EOHR) as being imprisoned beyond their official period of detention gather outside the Lawyers' Syndicate in Cairo to protest.
1,A few hundred supporters of opposition leader Ayman Nour of the al-Ghad party gather outside a the trial of Nour for allegedly forging some of the signatures needed for government approval to form his party.
1,Some 300 journalists gather in front of the parliament building in a demonstration organized by the Press Syndicate to protest against a new law that would send journalists to jail if found guilty of publishing false news reports.
1,"Sheikh Mohammed Sayed Tantawi of Al-Azhar, the highest authority in Sunni Islam, along with several other prominent Muslim clerics, leads a march of several hundred demonstrators to protest against the July 23 bomb attacks."
1,Colleagues of a journalist suspected to have been abducted by security forces for assaulting a security officer during a recent pro-reform rally held by the Kefaya (Enough) movement hold a sit-in at the Press Syndicate's Cairo offices.
1,"Hundreds of members of the Kefaya movement, a pro-reform coalition, demonstrate in front of the Lawyers' Syndicate in Cairo to encourage Egyptian judges to insist on stronger powers in supervising next week's presidential elections."
1,"About 1,000 protesters march to a state security headquarters in western Cairo where some political detainees have died, chanting slogans and demanding the release of detainees, many of whom are members of the banned Muslim Brotherhood."
7,About 20 members of the pro-reform Kefaya (Enough) movement who were setting up a stage for a state security-approved conference on citizens' rights in the northern Nile Delta city of Damanhur are attacked by pro-govt. thugs.
1,Thousands of Islamist university students affiliated with the Muslim Brotherhood stage protests on campuses calling for greater freedom on campuses and in national politics.
1,"At least 3,000 Muslim Brotherhood supporters stage a demonstration outside the Mustafa Mahmoud mosque in Cairo to protest against the rigged results of the November 9 parliamentary vote; six demonstrators are arrested."
7,Supporters of the ruling National Democratic Party intimidate and in some cases assault Muslim Brotherhood members and other voters at polling stations around the country.
1,Several thousand Muslim Brotherhood supporters demonstrate in front of the main counting  center for the Cairo district of Nasr City after polls close on the day of a runoff parliamentary election.
7,Security forces open fire with live ammunition and use tear gas and batons to block opposition voters from casting their ballots at polling stations in opposition strongholds during a second runoff parliamentary election.
1,"Detained opposition leader Ayman Nour of the al-Ghad party, on trial for forgery in what many outside observers view as an attempt by the ruling party to eliminate a political threat, goes on hunger strike to protest his detention."
1,A few hundred supporters of the Kefaya (Enough) movement and its various offshoots demonstrate in central Cairo to protest against the legitimacy of parliamentary elections which it claims were fixed.
1,All 88 Muslim Brotherhood members of Egypt's parliament walk out briefly during session to protest the ejection of one of its members.
1,Pro-reform judges and members of multiple opposition groups stage a series of protests in support of two judges facing disciplinary action after alleging the judiciary helped rig elections.
1,Pro-reform judges and members of multiple opposition groups stage a series of protests in support of two judges facing disciplinary action after alleging the judiciary helped rig elections.
1,Pro-reform judges and members of multiple opposition groups stage a series of protests in support of two judges facing disciplinary action after alleging the judiciary helped rig elections.
1,Jailed opposition leader Ayman Nour of the al-Ghad (Tomorrow) party undertakes a three-day hunger strike to protest the conditions of his detention.
1,Twenty-five members of the Muslim Brotherhood are arrested in the Nile Delta province of el-Sharqiya as they were hanging posters condemning Egypt's emergency laws which ban street demonstrations.
1,"Members of the al-Ghad (Tomorrow) party demonstrate outside their party's headquarters following the ruling by an appeals court not to hear the case of former al-Ghad leader Ayman Nour, who was convicted on December 24, 2005, of forgery."
1,"Some 2,000 Muslim Brotherhood members protest outside a courthouse in Zagazig in support of a senior Brotherhood member on trial there."
1,Several dozen members of the Journalists' Syndicate demonstrate in front of the syndicate's main offices in Cairo to express their solidarity with three colleagues on trial for denouncing alleged fraud.
1,"Thousands of demonstrators gather in multiple demonstrations, some organized by the Muslim Brotherhood, in Cairo and the northern province of Damietta to denounce the Israeli offensive in Gaza and to call for a holy war against Israel."
1,"Thousands of demonstrators gather in multiple demonstrations, some organized by the Muslim Brotherhood, in Cairo and the northern province of Damietta to denounce the Israeli offensive in Gaza and to call for a holy war against Israel."
1,Two dozen members of the Journalists' Syndicate launch a hunger strike at a rally in front in of the syndicate's offices to protest a new law that institutes prison time for journalists who write about the private finances of govt. ministers.
1,"Numerous demonstrations take place in Cairo in protest against the Israeli incursion into Lebanon as thousands of demonstrators call on Arab governments to act to stop the fighting, denounce the United States, and express  support for Hezbollah"
1,"Numerous demonstrations take place in Cairo in protest against the Israeli incursion into Lebanon as thousands of demonstrators call on Arab governments to act to stop the fighting, denounce the United States, and express  support for Hezbollah"
1,"In a demonstration organized by the Muslim Brotherhood, some 100 worshippers gather at al-Azhar mosque after Friday prayers to protest remarks made by Pope Benedict XVI about the prophet Muhammed and jihad."
1,"Thousands of university students, including many veiled women and supporters of the Muslim Brotherhood, stage multiple demonstrations at Minya University and Al-Azhar University in protest against Culture Minister Faruq Hosni's comments."
1,"Thousands of university students, including many veiled women and supporters of the Muslim Brotherhood, stage multiple demonstrations at Minya University and Al-Azhar University in protest against Culture Minister Faruq Hosni's comments."
1,Hundreds of Muslim Brotherhood supporters demonstrate at Al-Azhar University to protest the expulsion of some Brotherhood supporters from universities.
1,Just over 100 supporters of the pro-reform Kefaya movement gather outside of the Press Syndicate in Cairo to mark the anniversary of their campaign to end President Hosni Mubarak's rule.
1,"Opposition groups angered over the hasty execution of Saddam Hussein hold protests, calling on Arab governments to expel Iraqi diplomatic missions from their countries and to denounce the US."
1,Some 30 photographers from Egyptian newspapers and international wire agencies stage a demonstration outside the Journalists' Syndicate in downtown Cairo to protest their exclusion from parliament.
1,"Some 3,500 Muslim Brotherhood members attempt to stage a mass demonstration outside of Al-Azhar mosque after Friday prayers to protest Israeli construction on a site in Jerusalem considered holy to both Muslims and Jews."
1,About 100 Kefaya movement demonstrators gather in Cairo's central Tahrir square to denounce constitutional amendments proposed by President Hosni Mubarak.
7,"During an election of members to the Shura Council, police and security forces bar opposition voters from polling stations across the country and arrest about 100 opposition voters."
7,"Police fire tear gas on hundreds of Muslim worshippers gathered outside for prayers celebrating Eid al-Fitr, the festival marking the end of the holy month of Ramadan."
1,"Some 1,000 Muslim Brotherhood student members at Menoufia University protest against alleged vote rigging and security interference in student union elections."
1,Dozens of members of the al-Ghad (Tomorrow) party hold a candlelight vigil outside the party's headquarters in downtown Cairo to mark two years since a judge ordered former al-Ghad leader imprisoned.
1,Over a hundred Muslim Brotherhood members and pro-reform activists gather in protests organized by the Muslim Brotherhood against U.S. President George W. Bush's visit to Egypt.
1,Some 40 supporters of the Kefaya movement arrested while trying to reach the Sayeda Zeinab square in Cairo during a protest against price hikes.
1,"Muslim Brotherhood members stage massive protests in support of Palestinians in Gaza suffering for days under an Israeli blockade and fuel cut.  In Cairo, riot police used batons and tear gas against the demonstrators and arrest over 500."
1,"Muslim Brotherhood members stage massive protests in support of Palestinians in Gaza suffering for days under an Israeli blockade and fuel cut.  In Cairo, riot police used batons and tear gas against the demonstrators and arrest over 500."
1,American anti-war activist Cindy Sheehan joins a protest of some 50 heavily veiled women and children of 40 senior Muslim Brotherhood members detained for the past year.
1,"Some 4,000 students and faculty at Assiut University stage a demonstration led by the president of the university in protest against the republication by foreign newspapers of Danish cartoons depicting the prophet Muhammed."
1,"Over 6,500 Muslim Brotherhood student members hold multiple demonstrations at Egyptian universities to protest the military trial of 40 top Muslim Brotherhood leaders and financiers on charges of money laundering and terrorism."
1,"Over 6,500 Muslim Brotherhood student members hold multiple demonstrations at Egyptian universities to protest the military trial of 40 top Muslim Brotherhood leaders and financiers on charges of money laundering and terrorism."
1,Tens of thousands of Muslim Brotherhood members stage multiple demonstrations across Egypt to protest a wave of arrests that have targeted the group's leaders and potential candidates ahead of upcoming local elections to be held on April 8.
1,Some 30 youth activists calling for political reform and the release of political detainees are arrested by police during a peaceful protest on a beach in Alexandria.
1,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police
1,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police
1,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police
1,"Over 100,000 protesters gather in a dozen Egyptian cities to denounce the Israeli air strikes in the Gaza Strip that killed some 1,400 Palestinians, including women and children.  Many of the protests were organized by the Muslim Brotherhood."
1,Members of the Muslim Brotherhood call for a nationwide strike to take place on April 6 to demand democratic and economic reforms.
1,"protesters clash with police during an anti-wall building rally, killing one Egyptian guard."
1,Opposition supporter is detained and severely beaten by police after organizing a demonstration.
1,Muslim Brotherhood members protest Israeli plans to build Jewish settlements.
1,An ElBaradei supporter goes on a hunger strike demanding the men who tortured him be arrested.
1,Muslims protest nationwide against Israeli planst to build Jewish settlements.
1,Muslim Brotherhood supporters hold rallies and police arrest hundreds.
7,"Police forcibly stop Christians from building a church, killing one."
1,Muslim Brotherhood supporters protest and in some locations bomb polling stations.
7,Arab Spring.  Mass prison escapes occur during the revolution.  Soldiers arrest or kill a large number of the escapees.
7,Arab Spring.  Major violence breaks out between pro- and anti-Mobarak protesters in Cairo's Tahrir Square.
7,Attackers armed with knives wade into hundreds of pro-democracy activists on Tahrir Square.  Accusations later surface that soldiers and thugs subjected female protesters to 'virginity tests.'
1,Civil society organizations and labor unions held a protest against the government
7,Rioters attack a police station after a bus driver is killed by police.
7,Pro-regime thugs attack protesters in Tahrir Square.  Riots erupt between pro- and anti- regime protesters.
1,Salamis and other Islamists fill Tahrir Square to demand implementation of strict Islamic law.
7,"Security official raid the Al Jazzier office, roughing up its staff and detaining an editor."
1,Tens of thousands of Islamists gather on Tahrir Square to protest plans by generals to give themselves special powers over a future elected government.
1,Four Protesters handing out leaflets that called for a January 25th protest of the new regime's refusal to relinquish power.
7,"Protesters camped out in Tahrir Square were assaulted by supporters of the military regime, who beat them and set fire to their tents."
1,Both Islamists and liberals took part in demonstrations across Egypt to mark anniversary of revolution and call for end of military rule.
1,"Ultras marched to demand justice for dozens killed in stadium riot, claim police failed to prevent violence."
1,Three hundred Bedouins surrounded a camp of peacekeeping forces in a show of strength designed to draw attention to the upcoming trials of several tribesmen accused of terrorism. They left after the Egyptian military agreed to look into their demands.
1,"Muslim Brotherhood youth members called for the dismissal of Kamal Ganzuri, head of the ruling Supreme Council of the Armed Forces."
1,Citizens demonstrated to demand that former Mubarak regime officials be banned from upcoming presidential election.
1,Islamists swarmed Tahrir Square to decry the presidential candidates they saw as extensions of the old Mubarak regime.
7,Salafiststs on their way to a protest were attacked by residents of a Cairo neighborhood. Over a hundred were injured and one was killed.
7,"Army supporters attacked Islamist protesters, violence attracted other factions who joined in protests."
7,"Human Rights Watch claims that protesters, both men and women, were beaten and tortured after being arrested during demonstrations."
1,"Citizens demonstrated in multiple locations in Cairo and Suez to demand faster transition to civilian rule, one soldier killed in clashes between civilians and troops."
1,"Citizens demonstrated in multiple locations in Cairo and Suez to demand faster transition to civilian rule, one soldier killed in clashes between civilians and troops."
1,"Citizens demonstrated in multiple locations in Cairo and Suez to demand faster transition to civilian rule, one soldier killed in clashes between civilians and troops. Also reported that journalists were attacked by soldiers."
7,Women accused security forces of sexual assault during crackdown on demonstrations as they were taken into custody.
1,"Brotherhood supporters camped/demonstrated in Tahrir Square to protest miitary regime decision formally stripping office of president of many powers in attempt to maintain power and potential election results, supporters of Shafiq also demonstrated in streets."
1,"Brotherhood supporters camped/demonstrated in Tahrir Square to protest miitary regime decision formally stripping office of president of many powers in attempt to maintain power and potential election results, supporters of Shafiq also demonstrated in streets."
1,"Brotherhood supporters camped/demonstrated in Tahrir Square to protest miitary regime decision formally stripping office of president of many powers in attempt to maintain power and potential election results, supporters of Shafiq also demonstrated in streets."
7,"Authorities arrested, beat, tortured, and tried children as adults during protests."
7,Helicopters carried out missile strikes against militants in offensive to counter attacks in the territory.
7,Helicopters carried out missile strikes against militants in offensive to counter attacks in the territory.
7,Helicopters carried out missile strikes against militants in offensive to counter attacks in the territory.
7,Helicopters carried out missile strikes against militants in offensive to counter attacks in the territory.
7,Security forces killed militants during raids on hideouts in which a house was shelled.
7,Security forces killed militants during raids on hideouts in which a house was shelled.
7,Security forces killed militants during raids on hideouts in which a house was shelled.
1," with citizens protesting against Brotherhood in front of presidential palace and in other cities, mob attacked anti-Brotherhood protesters in Alexandria."
7,"Police incited prisoners to attack Saber, resulting in detainees beating him and cutting him with razor."
7,"Military conducted raid on village pursuing suspected militants, raiding houses and firing indiscriminately."
1,Brotherhood led protests across Egypt to protest Israeli offensive on Gaza Strip.
1,Brotherhood led protests across Egypt to protest Israeli offensive on Gaza Strip.
1,Supporters of Morsi demonstrated to support new constitution and to counteract mass opposition protests.
1,President Morsi's supporters turned out in several cities to protest the chaos and strikes following the President's decision to claim further power. They also blocked members of the Supreme Constitutional Court from a hearing on the new constitution.
1,President Morsi's supporters turned out in several cities to protest the chaos and strikes following the President's decision to claim further power. They also blocked members of the Supreme Constitutional Court from a hearing on the new constitution.
1,President Morsi's supporters turned out in several cities to protest the chaos and strikes following the President's decision to claim further power. They also blocked members of the Supreme Constitutional Court from a hearing on the new constitution.
